As of: ,,2-Dec-21,,,,,,,,,,,,"Prepared by: Shelby Chase, Safety and Enforcement Division"
Utility,Year,Outage Start,Full Restoration ,Outage Duration,Outage Days,Outage Hours,Circuit Name,HFTD,TOTAL CUSTOMERS IMPACTED,RESIDENTIAL CUSTOMERS,COMMERCIAL/INDUSTRIAL CUSTOMERS,MEDICAL BASELINE CUSTOMERS,OTHER CUSTOMERS,Notes
PG&E,2020,10/14/20 19:09,10/16/20 16:17,"1 days,21 hrs,8 min",1.881,45.13,VOLTA 1102,"Partially Outside HFTD, Tier 3, Tier 2",2572,2388,173,228,11,
PG&E,2020,10/14/20 20:00,10/16/20 14:08,"1 days,18 hrs,8 min",1.756,42.13,WOODSIDE 1101*,"Tier 3, Tier 2",74,64,9,5,1,
PG&E,2020,10/14/20 18:20,10/16/20 16:18,"1 days,21 hrs,58 min",1.915,45.97,WYANDOTTE 1105,Partially Outside HFTD,1,1,0,1,0,
PG&E,2020,10/15/20 17:18,10/16/20 12:26,"0 days,19 hrs,8 min",0.797,19.13,BRIDGEVILLE-GARBERVILLE,"Partially Outside HFTD, Tier 2, Tier 3",,,,,,Transmission
PG&E,2020,10/14/20 13:12,10/16/20 16:02,"2 days,2 hrs,50 min",2.118,50.83,BUTT VALLEY-CARIBOU 115KV LINE,"Partially Outside HFTD, Tier 2",,,,,,Transmission
PG&E,2020,10/14/20 18:14,10/16/20 14:33,"1 days,20 hrs,19 min",1.847,44.32,CARIBOU-TABLE MTN,"Partially Outside HFTD, Tier 2, Tier 3",,,,,,Transmission
PG&E,#VALUE!,N/A,N/A,#VALUE!,#VALUE!,#VALUE!,CARIBOU-WESTWOOD,"Partially Outside HFTD, Tier 2",1,,,,1,Transmission
PG&E,2020,10/14/20 19:54,10/16/20 12:53,"1 days,16 hrs,59 min",1.708,40.98,KILARC-CEDAR CREEK,Tier 3,,,,,,Transmission
PG&E,2020,10/14/20 20:08,10/15/20 15:20,"0 days,19 hrs,12 min",0.8,19.2,MONTA VISTA-BURNS 60KV LINE,"Partially Outside HFTD, Tier 2, Tier 3",,,,,,Transmission
PG&E,2020,10/14/20 20:08,10/15/20 15:20,"0 days,19 hrs,12 min",0.8,19.2,PERMANENTE #2 TAP,"Partially Outside HFTD, Tier 2",,,,,1,Transmission
SCE,2020,10/16/20 8:27,10/16/20 18:12,"0 days,9 hrs,45 min",0.406,9.75,ENERGY,Tier 3,37,4,33,0,0,
SCE,2020,10/16/20 9:49,10/16/20 14:19,"0 days,4 hrs,30 min",0.188,4.5,ANTON,Tier 3,49,31,16,2,0,
PG&E,2020,10/22/20 2:57,10/22/20 18:17,"0 days,15 hrs,20 min",0.639,15.33,ANDERSON 1101*,"Partially Outside HFTD, Tier 2",319,265,51,22,3,
PG&E,2020,10/22/20 3:20,10/22/20 19:26,"0 days,16 hrs,6 min",0.671,16.1,ANDERSON 1103*,"Partially Outside HFTD, Tier 2",437,389,39,39,9,
PG&E,2020,10/22/20 5:08,10/23/20 13:32,"1 days,8 hrs,24 min",1.35,32.4,BIG BEND 1101,"Tier 3, Tier 2",239,213,24,16,2,
PG&E,2020,10/22/20 5:08,10/23/20 11:28,"1 days,6 hrs,20 min",1.264,30.33,BIG BEND 1102*,Tier 3,80,70,8,5,2,
PG&E,2020,10/22/20 4:58,10/23/20 10:42,"1 days,5 hrs,44 min",1.239,29.73,BUCKS CREEK 1101,"Tier 3, Tier 2",4,0,3,0,1,
PG&E,2020,10/22/20 5:08,10/22/20 16:18,"0 days,11 hrs,10 min",0.465,11.17,BUCKS CREEK 1102,"Tier 3, Tier 2",119,54,63,3,2,
PG&E,2020,10/22/20 4:59,10/22/20 17:18,"0 days,12 hrs,19 min",0.513,12.32,BUCKS CREEK 1103,"Tier 3, Tier 2",310,261,49,6,0,
PG&E,2020,10/22/20 5:17,10/22/20 15:38,"0 days,10 hrs,21 min",0.431,10.35,BUTTE 1105*,Tier 3,103,94,8,7,1,
PG&E,2020,10/21/20 21:03,10/23/20 14:54,"1 days,17 hrs,51 min",1.744,41.85,CEDAR CREEK 1101,"Tier 3, Tier 2",733,653,74,49,6,
PG&E,2020,10/22/20 5:01,10/23/20 12:43,"1 days,7 hrs,42 min",1.321,31.7,CLARK ROAD 1102*,"Partially Outside HFTD, Tier 3, Tier 2",838,744,79,77,15,
PG&E,2020,10/22/20 2:48,10/22/20 14:49,"0 days,12 hrs,1 min",0.501,12.02,CORNING 1102*,"Partially Outside HFTD, Tier 2",291,228,54,15,9,
PG&E,2020,10/22/20 3:14,10/22/20 17:35,"0 days,14 hrs,21 min",0.598,14.35,COTTONWOOD 1101*,"Partially Outside HFTD, Tier 2",877,815,44,66,18,
PG&E,2020,10/22/20 3:11,10/22/20 17:42,"0 days,14 hrs,31 min",0.605,14.52,COTTONWOOD 1102*,"Partially Outside HFTD, Tier 2",949,884,50,95,15,
PG&E,2020,10/22/20 3:06,10/23/20 11:28,"1 days,8 hrs,22 min",1.349,32.37,DESCHUTES 1101,"Partially Outside HFTD, Tier 3, Tier 2",1168,1076,71,85,21,
PG&E,2020,10/22/20 3:08,10/23/20 10:32,"1 days,7 hrs,24 min",1.308,31.4,DESCHUTES 1104,"Partially Outside HFTD, Tier 2",2366,2083,257,175,26,
PG&E,2020,10/22/20 5:25,10/22/20 16:00,"0 days,10 hrs,35 min",0.441,10.58,ELK CREEK 1101*,"Partially Outside HFTD, Tier 2",168,133,26,6,9,
PG&E,2020,10/22/20 2:54,10/22/20 18:16,"0 days,15 hrs,22 min",0.64,15.37,GIRVAN 1101,"Partially Outside HFTD, Tier 3, Tier 2",1173,1053,118,95,2,
PG&E,2020,10/22/20 2:58,10/23/20 13:22,"1 days,10 hrs,24 min",1.433,34.4,GIRVAN 1102*,"Partially Outside HFTD, Tier 3, Tier 2",1128,874,249,71,5,
PG&E,2020,10/22/20 3:35,10/23/20 10:20,"1 days,6 hrs,45 min",1.281,30.75,JESSUP 1101*,"Partially Outside HFTD, Tier 3, Tier 2",1527,1446,78,157,3,
PG&E,2020,10/22/20 3:28,10/22/20 18:58,"0 days,15 hrs,30 min",0.646,15.5,JESSUP 1102*,"Partially Outside HFTD, Tier 2",1487,1431,55,149,1,
PG&E,2020,10/22/20 3:27,10/22/20 18:16,"0 days,14 hrs,49 min",0.617,14.82,JESSUP 1103*,"Partially Outside HFTD, Tier 2",145,133,12,7,0,
PG&E,2020,10/22/20 2:54,10/23/20 11:47,"1 days,8 hrs,53 min",1.37,32.88,KESWICK 1101,"Tier 3, Tier 2",481,386,92,21,3,
PG&E,2020,10/22/20 5:23,10/22/20 12:35,"0 days,7 hrs,12 min",0.3,7.2,MADISON 2101*,Tier 2,10,0,10,0,0,
PG&E,2020,10/22/20 3:17,10/22/20 18:02,"0 days,14 hrs,45 min",0.615,14.75,OREGON TRAIL 1102,"Partially Outside HFTD, Tier 2",848,780,66,81,2,
PG&E,2020,10/22/20 3:20,10/23/20 13:02,"1 days,9 hrs,42 min",1.404,33.7,OREGON TRAIL 1103,"Partially Outside HFTD, Tier 2",1734,1636,88,133,10,
PG&E,2020,10/22/20 3:23,10/23/20 11:30,"1 days,8 hrs,7 min",1.338,32.12,OREGON TRAIL 1104,"Partially Outside HFTD, Tier 2",952,843,105,72,4,
PG&E,2020,10/22/20 5:16,10/22/20 17:23,"0 days,12 hrs,7 min",0.505,12.12,ORO FINO 1101,Tier 3,2294,2218,70,276,6,
PG&E,2020,10/22/20 5:16,10/23/20 15:52,"1 days,10 hrs,36 min",1.442,34.6,ORO FINO 1102,"Tier 3, Tier 2",1974,1839,123,165,12,
PG&E,2020,10/22/20 3:12,10/22/20 18:52,"0 days,15 hrs,40 min",0.653,15.67,PANORAMA 1101*,"Partially Outside HFTD, Tier 2",1117,1072,39,119,6,
PG&E,2020,10/22/20 3:42,10/22/20 17:55,"0 days,14 hrs,13 min",0.592,14.22,PANORAMA 1102*,"Partially Outside HFTD, Tier 2",66,59,4,6,3,
PG&E,2020,10/22/20 4:45,10/22/20 16:59,"0 days,12 hrs,14 min",0.51,12.23,PARADISE 1103*,"Partially Outside HFTD, Tier 3",249,237,12,24,0,
PG&E,2020,10/22/20 4:45,10/22/20 17:02,"0 days,12 hrs,17 min",0.512,12.28,PARADISE 1104,"Partially Outside HFTD, Tier 3, Tier 2",1907,1706,199,138,2,
PG&E,2020,10/22/20 5:11,10/22/20 17:15,"0 days,12 hrs,4 min",0.503,12.07,PARADISE 1105,"Partially Outside HFTD, Tier 3",1410,1178,231,101,1,
PG&E,2020,10/22/20 5:14,10/22/20 16:32,"0 days,11 hrs,18 min",0.471,11.3,PARADISE 1106,"Partially Outside HFTD, Tier 3",434,377,57,22,0,
PG&E,2020,10/21/20 21:04,10/23/20 10:21,"1 days,13 hrs,17 min",1.553,37.28,PIT NO 3 2101*,Tier 2,25,20,5,0,0,
PG&E,2020,10/21/20 21:04,10/23/20 10:25,"1 days,13 hrs,21 min",1.556,37.35,PIT NO 5 1101*,Tier 2,98,71,25,5,2,
PG&E,2020,10/21/20 17:33,10/23/20 10:33,"1 days,17 hrs,0 min",1.708,41,PIT NO 7 1101,Tier 2,2,1,1,0,0,
PG&E,2020,10/22/20 2:49,10/23/20 15:56,"1 days,13 hrs,7 min",1.547,37.12,STILLWATER 1101,"Partially Outside HFTD, Tier 2",700,596,98,57,6,
PG&E,2020,10/22/20 2:52,10/22/20 19:03,"0 days,16 hrs,11 min",0.674,16.18,STILLWATER 1102,"Partially Outside HFTD, Tier 2",1367,1317,50,110,0,
PG&E,2020,10/22/20 4:45,10/23/20 13:45,"1 days,9 hrs,0 min",1.375,33,WYANDOTTE 1103*,Tier 3,23,20,3,1,0,
PG&E,2020,10/22/20 5:08,10/23/20 10:42,"1 days,5 hrs,34 min",1.232,29.57,WYANDOTTE 1105,Partially Outside HFTD,1,1,0,1,0,
PG&E,2020,10/21/20 14:42,10/23/20 14:11,"1 days,23 hrs,29 min",1.978,47.48,BUTT VALLEY-CARIBOU 115KV LINE,"Partially Outside HFTD,Tier 2",,,,,,
PG&E,2020,10/22/20 4:44,10/23/20 12:57,"1 days,8 hrs,13 min",1.342,32.22,CARIBOU-TABLE MTN,"Partially Outside HFTD,Tier 2,Tier 3",,,,,,
PG&E,#VALUE!,N/A,N/A,#VALUE!,#VALUE!,#VALUE!,CARIBOU-WESTWOOD,"Partially Outside HFTD, Tier 2",1,,,,1,
PG&E,2020,10/21/20 21:13,10/23/20 8:45,"1 days,11 hrs,32 min",1.481,35.53,KILARC-CEDAR CREEK,Tier 3,,,,,,
PG&E,2020,10/25/20 14:14,10/28/20 11:05,"2 days,20 hrs,51 min",2.869,68.85,ALLEGHANY 1101,"Partially Outside HFTD, Tier 3, Tier 2",1033,870,161,24,2,
PG&E,2020,10/25/20 14:01,10/28/20 15:25,"3 days,1 hrs,24 min",3.058,73.4,ALLEGHANY 1102,Tier 3,153,129,24,3,0,
PG&E,2020,10/25/20 16:00,10/27/20 17:09,"2 days,1 hrs,9 min",2.048,49.15,ALPINE 1101,Partially Outside HFTD,278,273,5,2,0,
PG&E,2020,10/25/20 16:00,10/27/20 17:09,"2 days,1 hrs,9 min",2.048,49.15,ALPINE 1102,Partially Outside HFTD,304,270,34,4,0,
PG&E,2020,10/25/20 19:11,10/27/20 9:49,"1 days,14 hrs,38 min",1.61,38.63,ALTO 1120*,"Partially Outside HFTD, Tier 2",1151,1108,43,35,0,
PG&E,2020,10/25/20 19:25,10/26/20 18:40,"0 days,23 hrs,15 min",0.969,23.25,ALTO 1124*,"Partially Outside HFTD, Tier 3",1883,1749,134,52,0,
PG&E,2020,10/25/20 19:01,10/27/20 11:43,"1 days,16 hrs,42 min",1.696,40.7,ALTO 1125*,"Partially Outside HFTD, Tier 3, Tier 2",2615,2533,80,95,2,
PG&E,2020,10/25/20 10:04,10/26/20 16:07,"1 days,6 hrs,3 min",1.252,30.05,ANDERSON 1101*,"Partially Outside HFTD, Tier 2",1552,1359,189,145,4,
PG&E,2020,10/25/20 10:09,10/26/20 14:53,"1 days,4 hrs,44 min",1.197,28.73,ANDERSON 1103*,"Partially Outside HFTD, Tier 2",438,390,39,40,9,
PG&E,2020,10/25/20 19:01,10/26/20 17:58,"0 days,22 hrs,57 min",0.956,22.95,ANNAPOLIS 1101,Tier 2,222,163,48,5,11,
PG&E,2020,10/25/20 10:13,10/27/20 12:05,"2 days,1 hrs,52 min",2.078,49.87,ANTLER 1101,"Partially Outside HFTD, Tier 3, Tier 2",919,777,126,54,16,
PG&E,2020,10/25/20 16:36,10/27/20 15:39,"1 days,23 hrs,3 min",1.96,47.05,APPLE HILL 1103,"Partially Outside HFTD, Tier 3, Tier 2",1266,1100,160,74,6,
PG&E,2020,10/25/20 16:37,10/27/20 16:08,"1 days,23 hrs,31 min",1.98,47.52,APPLE HILL 1104,"Partially Outside HFTD, Tier 3, Tier 2",2428,2248,170,173,10,
PG&E,2020,10/25/20 16:39,10/28/20 14:26,"2 days,21 hrs,47 min",2.908,69.78,APPLE HILL 2102,"Partially Outside HFTD, Tier 3, Tier 2",4397,4018,338,309,41,
PG&E,2020,10/25/20 17:25,10/26/20 17:13,"0 days,23 hrs,48 min",0.992,23.8,ARBUCKLE 1101*,Partially Outside HFTD,3,2,0,0,1,
PG&E,2020,10/25/20 17:33,10/26/20 18:26,"1 days,0 hrs,53 min",1.037,24.88,ARBUCKLE 1104*,"Partially Outside HFTD, Tier 2",13,9,3,0,1,
PG&E,2020,10/25/20 21:00,10/27/20 11:37,"1 days,14 hrs,37 min",1.609,38.62,AUBERRY 1101,"Partially Outside HFTD, Tier 3, Tier 2",2865,2561,289,246,15,
PG&E,2020,10/25/20 21:15,10/27/20 11:06,"1 days,13 hrs,51 min",1.577,37.85,AUBERRY 1102,"Partially Outside HFTD, Tier 2",1591,1455,129,154,7,
PG&E,2020,10/25/20 14:10,10/27/20 15:04,"2 days,0 hrs,54 min",2.037,48.9,BANGOR 1101*,"Partially Outside HFTD, Tier 3, Tier 2",2136,1889,218,191,29,
PG&E,2020,10/25/20 15:57,10/27/20 9:58,"1 days,18 hrs,1 min",1.751,42.02,BASALT 1106*,"Partially Outside HFTD, Tier 2",10,2,7,0,1,
PG&E,2020,10/25/20 15:09,10/26/20 15:03,"0 days,23 hrs,54 min",0.996,23.9,BELL 1108*,"Partially Outside HFTD, Tier 2",1559,1462,80,111,17,
PG&E,2020,10/25/20 15:08,10/26/20 13:39,"0 days,22 hrs,31 min",0.938,22.52,BELL 1109*,"Partially Outside HFTD, Tier 2",354,314,38,23,2,
PG&E,2020,10/25/20 22:05,10/28/20 8:23,"2 days,10 hrs,18 min",2.429,58.3,BEN LOMOND 0401,Tier 3,747,684,62,59,1,
PG&E,2020,10/25/20 22:05,10/27/20 21:35,"1 days,23 hrs,30 min",1.979,47.5,BEN LOMOND 1101,Tier 3,708,681,26,43,1,
PG&E,2020,10/25/20 20:00,10/26/20 18:16,"0 days,22 hrs,16 min",0.928,22.27,BERKELEY F 1103*,"Partially Outside HFTD, Tier 3",313,299,13,6,1,
PG&E,2020,10/25/20 22:08,10/27/20 14:35,"1 days,16 hrs,27 min",1.685,40.45,BIG BASIN 1101,Tier 3,2181,1992,183,173,6,
PG&E,2020,10/25/20 22:10,10/27/20 16:07,"1 days,17 hrs,57 min",1.748,41.95,BIG BASIN 1102,"Tier 3, Tier 2",1420,1329,85,97,6,
PG&E,2020,10/25/20 14:58,10/27/20 13:55,"1 days,22 hrs,57 min",1.956,46.95,BIG BEND 1101,"Tier 3, Tier 2",239,213,24,16,2,
PG&E,2020,10/25/20 14:58,10/27/20 12:49,"1 days,21 hrs,51 min",1.91,45.85,BIG BEND 1102,Tier 3,81,71,8,5,2,
PG&E,2020,10/25/20 14:04,10/27/20 17:23,"2 days,3 hrs,19 min",2.138,51.32,BIG MEADOWS 2101*,"Partially Outside HFTD, Tier 2",3,0,3,0,0,
PG&E,2020,10/25/20 22:07,10/26/20 20:14,"0 days,22 hrs,7 min",0.922,22.12,BIG TREES 0402,"Partially Outside HFTD, Tier 3, Tier 2",860,808,52,55,0,
PG&E,2020,10/25/20 19:02,10/27/20 12:36,"1 days,17 hrs,34 min",1.732,41.57,BOLINAS 1101*,"Partially Outside HFTD, Tier 3, Tier 2",836,761,75,14,0,
PG&E,2020,10/25/20 15:11,10/27/20 16:21,"2 days,1 hrs,10 min",2.049,49.17,BONNIE NOOK 1101,Tier 3,489,416,65,20,8,
PG&E,2020,10/25/20 15:11,10/27/20 16:12,"2 days,1 hrs,1 min",2.042,49.02,BONNIE NOOK 1102,Tier 3,522,454,61,22,7,
PG&E,2020,10/25/20 20:19,10/27/20 10:02,"1 days,13 hrs,43 min",1.572,37.72,BRENTWOOD 2105*,Tier 2,16,1,14,1,1,
PG&E,2020,10/25/20 16:17,10/26/20 16:45,"1 days,0 hrs,28 min",1.019,24.47,BRIDGEVILLE 1101,"Partially Outside HFTD, Tier 3, Tier 2",91,74,12,4,5,
PG&E,2020,10/25/20 16:21,10/26/20 17:03,"1 days,0 hrs,42 min",1.029,24.7,BRIDGEVILLE 1102,"Partially Outside HFTD, Tier 3, Tier 2",269,227,28,11,14,
PG&E,2020,10/25/20 14:06,10/26/20 11:26,"0 days,21 hrs,20 min",0.889,21.33,BROWNS VALLEY 1101*,Tier 2,116,104,9,7,3,
PG&E,2020,10/25/20 15:14,10/27/20 19:10,"2 days,3 hrs,56 min",2.164,51.93,BRUNSWICK 1102,"Partially Outside HFTD, Tier 3, Tier 2",1381,801,580,64,0,
PG&E,2020,10/25/20 15:11,10/27/20 19:08,"2 days,3 hrs,57 min",2.165,51.95,BRUNSWICK 1103,"Partially Outside HFTD, Tier 3, Tier 2",3198,2476,710,119,12,
PG&E,2020,10/25/20 15:11,10/27/20 19:24,"2 days,4 hrs,13 min",2.176,52.22,BRUNSWICK 1104,"Partially Outside HFTD, Tier 3, Tier 2",2520,2187,331,149,2,
PG&E,2020,10/25/20 15:11,10/27/20 18:44,"2 days,3 hrs,33 min",2.148,51.55,BRUNSWICK 1105,"Partially Outside HFTD, Tier 3, Tier 2",3687,3415,266,226,6,
PG&E,2020,10/25/20 15:11,10/27/20 20:03,"2 days,4 hrs,52 min",2.203,52.87,BRUNSWICK 1106,"Partially Outside HFTD, Tier 3, Tier 2",4498,4275,211,293,12,
PG&E,2020,10/25/20 10:50,10/27/20 19:34,"2 days,8 hrs,44 min",2.364,56.73,BRUNSWICK 1107,"Partially Outside HFTD, Tier 3, Tier 2",2672,2263,401,165,8,
PG&E,2020,10/25/20 15:11,10/27/20 18:42,"2 days,3 hrs,31 min",2.147,51.52,BRUNSWICK 1110,"Partially Outside HFTD, Tier 2",3075,2668,404,180,3,
PG&E,2020,10/25/20 20:24,10/27/20 9:23,"1 days,12 hrs,59 min",1.541,36.98,BRYANT 0401,Partially Outside HFTD,181,155,26,13,0,
PG&E,2020,10/25/20 20:24,10/27/20 9:23,"1 days,12 hrs,59 min",1.541,36.98,BRYANT 0402,"Partially Outside HFTD, Tier 3, Tier 2",586,572,14,33,0,
PG&E,2020,10/25/20 14:04,10/28/20 11:34,"2 days,21 hrs,30 min",2.896,69.5,BUCKS CREEK 1101,"Tier 3, Tier 2",4,0,3,0,1,
PG&E,2020,10/25/20 14:04,10/28/20 11:28,"2 days,21 hrs,24 min",2.892,69.4,BUCKS CREEK 1102,"Tier 3, Tier 2",119,54,63,3,2,
PG&E,2020,10/25/20 14:04,10/28/20 11:37,"2 days,21 hrs,33 min",2.898,69.55,BUCKS CREEK 1103,"Tier 3, Tier 2",311,262,49,6,0,
PG&E,2020,10/25/20 14:07,10/27/20 13:20,"1 days,23 hrs,13 min",1.967,47.22,BURNEY 1101*,"Partially Outside HFTD, Tier 2",203,155,26,19,22,
PG&E,2020,10/25/20 22:03,10/26/20 15:01,"0 days,16 hrs,58 min",0.707,16.97,BURNS 2101,Tier 3,13,13,0,1,0,
PG&E,2020,10/25/20 14:07,10/27/20 10:13,"1 days,20 hrs,6 min",1.838,44.1,BUTTE 1105*,Tier 3,175,162,12,12,1,
PG&E,2020,10/25/20 15:17,10/27/20 16:04,"2 days,0 hrs,47 min",2.033,48.78,CALAVERAS CEMENT 1101*,"Partially Outside HFTD, Tier 3, Tier 2",1159,1026,119,65,14,
PG&E,2020,10/25/20 15:17,10/27/20 19:57,"2 days,4 hrs,40 min",2.194,52.67,CALISTOGA 1101*,"Partially Outside HFTD, Tier 3, Tier 2",1219,922,203,39,94,
PG&E,2020,10/25/20 15:17,10/27/20 20:20,"2 days,5 hrs,3 min",2.21,53.05,CALISTOGA 1102*,"Partially Outside HFTD, Tier 3, Tier 2",753,574,138,20,41,
PG&E,2020,10/25/20 22:01,10/27/20 20:07,"1 days,22 hrs,6 min",1.921,46.1,CAMP EVERS 2104*,Tier 3,538,507,30,28,1,
PG&E,2020,10/25/20 22:03,10/27/20 21:30,"1 days,23 hrs,27 min",1.977,47.45,CAMP EVERS 2105*,"Partially Outside HFTD, Tier 3, Tier 2",3619,3400,217,268,2,
PG&E,2020,10/25/20 22:00,10/27/20 18:15,"1 days,20 hrs,15 min",1.844,44.25,CAMP EVERS 2106*,"Partially Outside HFTD, Tier 3, Tier 2",2819,2491,317,177,11,
PG&E,2020,10/25/20 21:07,10/26/20 16:28,"0 days,19 hrs,21 min",0.806,19.35,CARBONA 1101*,Partially Outside HFTD,1,0,0,0,1,
PG&E,2020,10/25/20 20:19,10/27/20 17:03,"1 days,20 hrs,44 min",1.864,44.73,CASTRO VALLEY 1108*,"Partially Outside HFTD, Tier 3, Tier 2",187,160,24,11,3,
PG&E,2020,10/25/20 20:11,10/26/20 18:28,"0 days,22 hrs,17 min",0.928,22.28,CASTRO VALLEY 1110*,Tier 3,235,194,35,16,6,
PG&E,2020,10/25/20 20:11,10/27/20 14:26,"1 days,18 hrs,15 min",1.76,42.25,CAYETANO 2109*,"Partially Outside HFTD, Tier 3, Tier 2",235,156,63,16,16,
PG&E,2020,10/25/20 20:06,10/27/20 9:18,"1 days,13 hrs,12 min",1.55,37.2,CAYETANO 2111*,Tier 2,25,22,2,2,1,
PG&E,2020,10/25/20 14:01,10/27/20 13:25,"1 days,23 hrs,24 min",1.975,47.4,CEDAR CREEK 1101,"Tier 3, Tier 2",733,653,74,49,6,
PG&E,2020,10/25/20 14:00,10/27/20 14:27,"2 days,0 hrs,27 min",2.019,48.45,CHALLENGE 1101,"Tier 3, Tier 2",669,575,94,42,0,
PG&E,2020,10/25/20 14:00,10/27/20 17:35,"2 days,3 hrs,35 min",2.149,51.58,CHALLENGE 1102,"Tier 3, Tier 2",829,726,101,71,2,
PG&E,2020,10/25/20 14:01,10/27/20 14:25,"2 days,0 hrs,24 min",2.017,48.4,CLARK ROAD 1102*,"Partially Outside HFTD, Tier 3, Tier 2",672,598,66,60,8,
PG&E,2020,10/25/20 20:15,10/27/20 16:49,"1 days,20 hrs,34 min",1.857,44.57,CLAYTON 2212*,"Partially Outside HFTD, Tier 3, Tier 2",515,430,80,43,5,
PG&E,2020,10/25/20 20:03,10/27/20 10:11,"1 days,14 hrs,8 min",1.589,38.13,CLAYTON 2213*,Tier 2,4,0,4,0,0,
PG&E,2020,10/25/20 20:42,10/27/20 11:10,"1 days,14 hrs,28 min",1.603,38.47,CLAYTON 2215*,"Tier 3, Tier 2",31,21,8,3,2,
PG&E,2020,10/25/20 16:18,10/27/20 15:30,"1 days,23 hrs,12 min",1.967,47.2,CLEAR LAKE 1101*,"Partially Outside HFTD, Tier 3, Tier 2",976,739,146,59,91,
PG&E,2020,10/25/20 16:05,10/27/20 12:09,"1 days,20 hrs,4 min",1.836,44.07,CLEAR LAKE 1102*,"Partially Outside HFTD, Tier 2",119,104,15,9,0,
PG&E,2020,10/25/20 15:17,10/28/20 10:29,"2 days,19 hrs,12 min",2.8,67.2,CLOVERDALE 1102*,"Tier 3, Tier 2",252,194,28,21,30,
PG&E,2020,10/25/20 21:00,10/27/20 8:43,"1 days,11 hrs,43 min",1.488,35.72,COARSEGOLD 2102,"Tier 3, Tier 2",1302,1229,72,103,1,
PG&E,2020,10/25/20 21:10,10/26/20 16:41,"0 days,19 hrs,31 min",0.813,19.52,COARSEGOLD 2104*,"Tier 3, Tier 2",494,465,29,53,0,
PG&E,2020,10/25/20 14:00,10/28/20 12:21,"2 days,22 hrs,21 min",2.931,70.35,COLUMBIA HILL 1101,"Tier 3, Tier 2",1126,985,127,86,14,
PG&E,2020,10/25/20 10:00,10/26/20 17:05,"1 days,7 hrs,5 min",1.295,31.08,CORNING 1101*,"Partially Outside HFTD, Tier 2",822,755,65,99,2,
PG&E,2020,10/25/20 10:02,10/26/20 16:15,"1 days,6 hrs,13 min",1.259,30.22,CORNING 1102*,"Partially Outside HFTD, Tier 2",292,229,54,15,9,
PG&E,2020,10/25/20 17:31,10/26/20 16:55,"0 days,23 hrs,24 min",0.975,23.4,CORTINA 1101*,Tier 2,8,4,4,1,0,
PG&E,2020,10/25/20 10:05,10/26/20 17:36,"1 days,7 hrs,31 min",1.313,31.52,COTTONWOOD 1101*,"Partially Outside HFTD, Tier 2",895,833,44,67,18,
PG&E,2020,10/25/20 10:06,10/26/20 16:33,"1 days,6 hrs,27 min",1.269,30.45,COTTONWOOD 1102*,"Partially Outside HFTD, Tier 2",953,888,50,95,15,
PG&E,2020,10/25/20 10:03,10/26/20 17:04,"1 days,7 hrs,1 min",1.292,31.02,COTTONWOOD 1103*,"Partially Outside HFTD, Tier 2",2419,2269,114,218,36,
PG&E,2020,10/25/20 14:11,10/27/20 15:40,"2 days,1 hrs,29 min",2.062,49.48,CRESCENT MILLS 2101*,"Partially Outside HFTD, Tier 2",560,462,68,32,30,
PG&E,2020,10/25/20 16:02,10/27/20 20:06,"2 days,4 hrs,4 min",2.169,52.07,CURTIS 1701,"Partially Outside HFTD, Tier 2",1803,1221,574,119,8,
PG&E,2020,10/25/20 16:03,10/27/20 11:23,"1 days,19 hrs,20 min",1.806,43.33,CURTIS 1702,"Partially Outside HFTD, Tier 3, Tier 2",4325,3826,487,374,12,
PG&E,2020,10/25/20 16:04,10/27/20 9:53,"1 days,17 hrs,49 min",1.742,41.82,CURTIS 1703,"Partially Outside HFTD, Tier 2",1255,1012,230,100,13,
PG&E,2020,10/25/20 16:03,10/26/20 19:01,"1 days,2 hrs,58 min",1.124,26.97,CURTIS 1704,"Partially Outside HFTD, Tier 3, Tier 2",2558,2254,290,234,14,
PG&E,2020,10/25/20 16:05,10/27/20 9:48,"1 days,17 hrs,43 min",1.738,41.72,CURTIS 1705,"Partially Outside HFTD, Tier 3, Tier 2",2750,2307,437,272,6,
PG&E,2020,10/25/20 10:06,10/27/20 9:35,"1 days,23 hrs,29 min",1.978,47.48,DESCHUTES 1101,"Partially Outside HFTD, Tier 3, Tier 2",1171,1079,71,85,21,
PG&E,2020,10/25/20 10:09,10/26/20 17:48,"1 days,7 hrs,39 min",1.319,31.65,DESCHUTES 1104,"Partially Outside HFTD, Tier 2",2372,2088,258,178,26,
PG&E,2020,10/25/20 15:08,10/26/20 15:16,"1 days,0 hrs,8 min",1.006,24.13,DIAMOND SPRINGS 1103*,"Partially Outside HFTD, Tier 3, Tier 2",1495,1308,186,121,1,
PG&E,2020,10/25/20 15:34,10/26/20 14:29,"0 days,22 hrs,55 min",0.955,22.92,DIAMOND SPRINGS 1104*,"Partially Outside HFTD, Tier 3, Tier 2",463,403,60,44,0,
PG&E,2020,10/25/20 15:39,10/27/20 10:49,"1 days,19 hrs,10 min",1.799,43.17,DIAMOND SPRINGS 1105,"Partially Outside HFTD, Tier 3, Tier 2",2464,2165,295,201,4,
PG&E,2020,10/25/20 15:49,10/27/20 11:16,"1 days,19 hrs,27 min",1.81,43.45,DIAMOND SPRINGS 1106*,"Partially Outside HFTD, Tier 2",2349,2251,96,203,2,
